"id","name","identifier","address","maps","date_joined","date_created","date_updated"
"1114","2059GTOJerez","2059","P.º de Jerez Nte. 809, Granjas Ceres, 37289 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:19.402981+00","2024-11-19 21:37:19.120898+00"
"1115","2060GTOVista Hermosa","2060","Tarragona 402, Lomas Vista Hermosa Sur, 37000 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:19.870598+00","2024-11-19 21:37:19.589005+00"
"1116","2061GTOLa Soledad","2061","Casi Calle Antes Olimpo-Acceso A La Feria, La Soledad, 37357 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:20.341885+00","2024-11-19 21:37:20.056867+00"
"1117","2062GTOLuciernagas","2062","Balcón de Las Luciérnagas 303, Balcones de la Joya, 37355 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:20.83131+00","2024-11-19 21:37:20.543073+00"
"1118","2063GTOLa Selva","2063","Presa del Tigre 526, Predio de Ibarrilla, 37207 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:21.313746+00","2024-11-19 21:37:21.027229+00"
"1119","2064JALSan Miguel","2064","C. Macías 68, Centro, 47140 San Miguel el Alto, Jal.",NULL,"2024-11-19","2024-11-19 21:37:21.790538+00","2024-11-19 21:37:21.506817+00"
"1120","2065SLPAbastos","2065","Av. Ricardo Basilio Anaya 2636, Galvez, 78390 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:22.282881+00","2024-11-19 21:37:21.989477+00"
"1121","2091SLPCanalon","2091","Av. Canalón, Gral I. Martinez, 78360 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:22.761297+00","2024-11-19 21:37:22.475191+00"
"1122","2092AGSPaseodelaCruz","2092","Av. Paseo de la Cruz 1104A, Barrio de la Salud, 20248 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:23.257058+00","2024-11-19 21:37:22.953164+00"
"1123","2093AGSVillas","2093","Refugio Cardona, Villas de Ntra. Sra. de la Asunción, 20126 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:23.745301+00","2024-11-19 21:37:23.452654+00"
"1124","2108AGSJoséMaríaChávez","2108","Av. José María Chávez 419, Obraje, 20000 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:24.215264+00","2024-11-19 21:37:23.934829+00"
"1125","2112SLPBenitoJuárez","2112","534G+QV7 Soledad de Graciano Sánchez, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:24.704661+00","2024-11-19 21:37:24.416861+00"
"1126","2113SLPBocanegra","2113","43XF+CXR Soledad de Graciano Sánchez, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:25.180395+00","2024-11-19 21:37:24.897191+00"
"1127","2116GTOSaturno","2116","Av Saturno 2003, Los Angeles, 37258 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:25.648939+00","2024-11-19 21:37:25.368789+00"
"1128","2133AGSVallarta","2133","Av. Vallarta 202, Vistas de Oriente, 20196 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:26.126869+00","2024-11-19 21:37:25.835792+00"
"1129","2134SLPConstitución","2134","Av. Constitución 710A, Centro Historico, 78000 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:26.60434+00","2024-11-19 21:37:26.324941+00"
"1130","2135SLPOntañon","2135","Coronel Ontañón 180, Barrio de San Sebastian, 78349 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:27.122441+00","2024-11-19 21:37:26.808478+00"
"1131","2136SLPCoronelRomero","2136","Reforma 1950, Alamitos, 78000 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:27.611961+00","2024-11-19 21:37:27.326854+00"
"1132","2149SLPStaMaríadelRío","2149","Vicente B. Guerrero Saldaña 138, Centro, 79560 Santa María del Río, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:28.105027+00","2024-11-19 21:37:27.808556+00"
"1133","2152GTOSan Juan Bosco","2152","Burgos 708, Vista Hermosa, 37330 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:28.580566+00","2024-11-19 21:37:28.299162+00"
"1134","2160SLPJassos","2160","Av. Jassos S/NSan Nicolas de Jassos 78420Pozos/San Luis Potosi",NULL,"2024-11-19","2024-11-19 21:37:29.056876+00","2024-11-19 21:37:28.775671+00"
"1135","2161SLPCaminoReal","2161","Cam. Real a Saltillo 631, Tercera Chica 2, 78107 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:29.551471+00","2024-11-19 21:37:29.262485+00"
"1136","2175GTOObservatorio","2175","Calle Blvd. Observatorio, La Joya, 37353 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:30.021891+00","2024-11-19 21:37:29.738557+00"
"1137","2186GTOSanfranciscodel rio","2186","María de La Luz Bravo 610A, Jardines de San Francisco, 36352 San Francisco del Rincón, Gto.",NULL,"2024-11-19","2024-11-19 21:37:30.510366+00","2024-11-19 21:37:30.217117+00"
"1138","2203AGSSanPedro","2203","Mayor Pablo García 228-b, San Pedro, 20284 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:30.995343+00","2024-11-19 21:37:30.714603+00"
"1139","2204AGSJesusMaria","2204","Agustín de Iturbide 214, Zona Centro, 20920 Jesús María, Ags.",NULL,"2024-11-19","2024-11-19 21:37:31.524751+00","2024-11-19 21:37:31.234805+00"
"1140","2205AGSPoliducto","2205","Av. Poliducto 222, Lomas del Chapulín, 20263 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:32.010565+00","2024-11-19 21:37:31.719932+00"
"1141","2206AGSCumbres","2206","Av. Siglo XXI 1403, Nazario Ortiz Garza, 20175 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:32.483783+00","2024-11-19 21:37:32.199114+00"
"1142","2217JALOJUELOS","2217","Calle Miguel Hidalgo 36, Centro, 47540 Ojuelos de Jalisco, Jal.",NULL,"2024-11-19","2024-11-19 21:37:32.964421+00","2024-11-19 21:37:32.68366+00"
"1143","2237AGSSigloXXI","2237","Av. Siglo XXI 3109, Villas del Pilar, 20286 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:33.441881+00","2024-11-19 21:37:33.152979+00"
"1144","2238AGSNazca","2238","Av. Cultura Nazca, Mirador de las Culturas II, 20174 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:33.921842+00","2024-11-19 21:37:33.638113+00"
"1145","2258GTOSan Jose de Oca","2258","Blvd. Timoteo Lozano Ote. 5958, Refugio de San Jose, 37548 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:34.395358+00","2024-11-19 21:37:34.106722+00"
"1146","2259GTOMercado Guadalupe","2259","36WX+5WC León de los Aldama, Guanajuato",NULL,"2024-11-19","2024-11-19 21:37:34.873688+00","2024-11-19 21:37:34.593277+00"
"1147","2260SLPElSalvador","2260","Av Simon Díaz & República de El Salvador, Satelite Francisco I. Madero, 78380 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:35.366575+00","2024-11-19 21:37:35.081627+00"
"1148","2261SLPMontecillos","2261","Azteca Sur 301, Azteca Nte., 78310 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:35.856642+00","2024-11-19 21:37:35.567747+00"
"1149","2278SLPMexquitic","2278","Mexquitic 171, El Rosedal, 78120 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:36.341014+00","2024-11-19 21:37:36.049897+00"
"1150","2287GTOSan Pedro de los Hdz","2287","C. Ancha San Pedro 719, San Pedro de los Hernandez, 37280 León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:36.817778+00","2024-11-19 21:37:36.532495+00"
"1151","2317SLPValentinAmador","2317","Valentín Amador. 446 Soledad de Graciano Sánchez, 78435 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:37.303811+00","2024-11-19 21:37:37.013996+00"
"1152","2319SLPAlamos","2319","Calle 20 de Noviembre 2206, Los Alamos, 78143 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:37.781366+00","2024-11-19 21:37:37.4911+00"
"1153","2320SLPMagueyes","2320","Josefa Ortiz de Domínguez 2205, Los Magueyes, 78100 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:38.255862+00","2024-11-19 21:37:37.970993+00"
"1154","2321SLPVascodeQuiroga","2321","Av. Vasco de Quiroga 753, Industrial Aviacion 1ra Secc, 78140 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:38.733529+00","2024-11-19 21:37:38.450552+00"
"1155","2322SLPBasilioAnaya","2322","Av. Ricardo Basilio Anaya, Libertad de Mexico, 78394 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:39.213564+00","2024-11-19 21:37:38.920559+00"
"1156","2323SLPRioEspañita","2323","Pamplona, Españita, 78378 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:39.710599+00","2024-11-19 21:37:39.413389+00"
"1157","2324SLPSanpedromoreno","2324","Pedro Moreno 720, Barrio de Santiago, 78049 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:40.185174+00","2024-11-19 21:37:39.901286+00"
"1158","2333SLPLaSierra","2333","43WQ+WX Soledad de Graciano Sánchez, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:40.66648+00","2024-11-19 21:37:40.37442+00"
"1159","2335AGSLaFlorida","2335","Blvd. Guadalupano 3202, 20172 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:41.147814+00","2024-11-19 21:37:40.859831+00"
"1160","2336AGSSanFrancisco","2336","Av Revolución LB, San José de Buenavista, 20303 San Francisco de los Romo, Ags.",NULL,"2024-11-19","2024-11-19 21:37:41.623912+00","2024-11-19 21:37:41.34113+00"
"1161","2337AGSVillamontana","2337","Av. Constitucionalistas, Pozo Bravo, 20126 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:42.101704+00","2024-11-19 21:37:41.811443+00"
"1162","2367GTOBrisas del Campestre","2367","León de los Aldama, Gto.",NULL,"2024-11-19","2024-11-19 21:37:42.597789+00","2024-11-19 21:37:42.288749+00"
"1163","2369AGSCosio","2369","Francisco I. Madero, Centro, 20460 Cosío, Ags.",NULL,"2024-11-19","2024-11-19 21:37:43.078484+00","2024-11-19 21:37:42.788203+00"
"1164","2371SLPLibertad","2371","Av Libertad # 703-DEl Morro78434Soledad de Graciano Sanchez",NULL,"2024-11-19","2024-11-19 21:37:43.565537+00","2024-11-19 21:37:43.281615+00"
"1165","2401GTOOcampo","2401","Juárez 108A, Centro, 37630 Ocampo, Gto.",NULL,"2024-11-19","2024-11-19 21:37:44.047759+00","2024-11-19 21:37:43.756915+00"
"1166","2424AGSPabellon2","2424","C. Revolución 11, 5 de Mayo, 20676 Pabellón de Arteaga, Ags.",NULL,"2024-11-19","2024-11-19 21:37:44.52509+00","2024-11-19 21:37:44.241923+00"
"1167","2425AGSGremial","2425","Dr. Isidro Calera 521, Gremial, 20030 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:45.002151+00","2024-11-19 21:37:44.716705+00"
"1168","2440AGSJesusMaria2","2440","Agustín de Iturbide 214, Zona Centro, 20920 Jesús María, Ags.",NULL,"2024-11-19","2024-11-19 21:37:45.480424+00","2024-11-19 21:37:45.200206+00"
"1169","2441AGSPabellon","2441","C. Revolución 11, 5 de Mayo, 20676 Pabellón de Arteaga, Ags.",NULL,"2024-11-19","2024-11-19 21:37:45.960578+00","2024-11-19 21:37:45.67268+00"
"1170","2465AGSRincondeRomos","2465","Dr. Alberto Sabin 199, Centro Histórico, 20400 Rincón de Romos, Ags.",NULL,"2024-11-19","2024-11-19 21:37:46.465196+00","2024-11-19 21:37:46.154996+00"
"1171","2276SLPPolvorin","2476","Articulo 123 700, Fidel Velazquez, 78436 Soledad de Graciano Sánchez, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:46.93882+00","2024-11-19 21:37:46.655857+00"
"1172","2516SLP 16 de Septiembre","2516","527C+PQ2 San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:47.423325+00","2024-11-19 21:37:47.14273+00"
"1173","2518AGSCalvillo","2518","C. Independencia 660, Los Ángeles, 20805 Calvillo, Ags.",NULL,"2024-11-19","2024-11-19 21:37:47.891611+00","2024-11-19 21:37:47.613657+00"
"1174","2520AGSAdoratrises","2520","Prol Adoratrices 658, Desarrollo Especial Rancho Pozo Bravo, 20126 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:48.36906+00","2024-11-19 21:37:48.082085+00"
"1175","2521AGSAlmira","2521","Av José E. Femat Gutiérrez 710, Villas de Ntra. Sra. de la Asunción, 20126 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:48.842677+00","2024-11-19 21:37:48.559576+00"
"1176","2537AGSValenteQuintana","2537","Av Mahatma Gandhi 204A, Desarrollo Especial Villa Asunción, 20280 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:49.313063+00","2024-11-19 21:37:49.029641+00"
"1177","2544GTOAquilesS","2544","Purisima Concepción, 36361 San Francisco del Rincón, Gto.",NULL,"2024-11-19","2024-11-19 21:37:49.786725+00","2024-11-19 21:37:49.49753+00"
"1178","2557JALSanJuan","2557","B. Rojas Vázquez 100, El Paso Pedregoso, 47093 San Juan de los Lagos, Jal.",NULL,"2024-11-19","2024-11-19 21:37:50.259532+00","2024-11-19 21:37:49.974966+00"
"1179","2572AGSPurisima","2572","Av. Adolfo López Mateos Ote. Supermanzana oye #712 locales 7 y 8, Barrio de la Purísima, 20259 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:50.735133+00","2024-11-19 21:37:50.452696+00"
"1180","2573AGSPaseos","2573","Av Independencia 219, 20907 Paseos de Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:51.225784+00","2024-11-19 21:37:50.925154+00"
"1181","2567SLP Plaza San Pedro","2587","Soledad de Graciano Sánchez, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:51.715357+00","2024-11-19 21:37:51.426486+00"
"1182","2596SLPMoctezuma","2596","C. Colón 82F, 78900 Moctezuma, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:52.19368+00","2024-11-19 21:37:51.903583+00"
"1183","2597SLPVilladeArista","2597","Centro, 78940 Villa de Arista, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:52.662427+00","2024-11-19 21:37:52.384956+00"
"1184","2615JALLagmorEltesoro","2615","C. Alfredo Padilla s/n, Vista Hermosa, 47443 Lagos de Moreno, Jal.",NULL,"2024-11-19","2024-11-19 21:37:53.16557+00","2024-11-19 21:37:52.860965+00"
"1185","2618SLPCDFernandez","2618","Calle Centenario Nte. 152, El refugio, 79664 Cdad. Fernández, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:53.65905+00","2024-11-19 21:37:53.367043+00"
"1186","2626AGSAltavista","2626","Felipe Ruiz de Chávez 110, Altavista, 20040 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:54.14073+00","2024-11-19 21:37:53.849669+00"
"1187","2627AGSCactus","2627","Recinto Duraznillo 103 28, Valle de los Cactus, 20196 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:54.643234+00","2024-11-19 21:37:54.340412+00"
"1188","2628AGSCobano","2628","Cam. Al Cóbano LB, Macias Arellano, 20150 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:55.118946+00","2024-11-19 21:37:54.833873+00"
"1189","2643SLPAbastosGalvez","2643","Av. José de Gálvez 895, Ricardo B. Anaya 1ra Secc, 78396 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:55.586618+00","2024-11-19 21:37:55.303862+00"
"1190","2644SLPRada","2644","José Hernandez Guerra 400, 78421 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:56.066907+00","2024-11-19 21:37:55.773037+00"
"1191","2649JALCuquio","2649","C. Álvaro Obregón 954, 45480 Cuquío, Jal.",NULL,"2024-11-19","2024-11-19 21:37:56.532625+00","2024-11-19 21:37:56.255935+00"
"1192","2666AGS5Mayo","2666","5 de Mayo 619, Zona Centro, 20000 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:37:57.00482+00","2024-11-19 21:37:56.725071+00"
"1193","2700SLPLaguna dechapala","2700","Laguna de Chapala #725 San Luis Rey 78350 San Luis Potosi",NULL,"2024-11-19","2024-11-19 21:37:57.497953+00","2024-11-19 21:37:57.201548+00"
"1194","2701SLPEl Toro","2701","Av. San Jerónimo 1887, El Toro, La Magdalena Contreras, 10610 Ciudad de México, CDMX",NULL,"2024-11-19","2024-11-19 21:37:57.992987+00","2024-11-19 21:37:57.702047+00"
"1195","2703SLP Refugio2","2703","WXH3+432 Cdad. Fernández, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:37:58.495697+00","2024-11-19 21:37:58.201872+00"
"1196","2704SLPPapagayos","2704","C. Papagayo 709, Arboledas de Jacarandas, 78136 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:37:59.001327+00","2024-11-19 21:37:58.693855+00"
"1197","2727SLPSantaBarbara","2727","Av. Malibu #586 Pozos Residencial 78397 San Luis Potosi",NULL,"2024-11-19","2024-11-19 21:37:59.515356+00","2024-11-19 21:37:59.232888+00"
"1198","2728SLP Villa Magna","2728","Av. Villa Magna Nte., Villa Magna, 78183 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:00.011376+00","2024-11-19 21:37:59.715343+00"
"1199","2729AGSLomasdeJesusMar","2729","Boulevard pocitos jesus maria ags.",NULL,"2024-11-19","2024-11-19 21:38:00.493665+00","2024-11-19 21:38:00.214425+00"
"1200","2730AGSClinica1","2730","Diego de Ibarra 324, Lindavista, 20270 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:00.980856+00","2024-11-19 21:38:00.681556+00"
"1201","2748SLPGama","2748","Calle Dr. Ignacio Gama Salcedo 1020, Zona Centro, 79610 Rioverde, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:01.493596+00","2024-11-19 21:38:01.188554+00"
"1202","2767ZACPinos","2767","Emilio Carranza, 98920 Pinos, Zac.",NULL,"2024-11-19","2024-11-19 21:38:01.987613+00","2024-11-19 21:38:01.689903+00"
"1203","2768SLPGama","2768","Calle Dr. Ignacio Gama Salcedo 15, Zona Centro, 79610 Rioverde, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:02.476676+00","2024-11-19 21:38:02.186779+00"
"1204","2800AGSRioja","2800","Av Abelardo Lopez Rodríguez 3314, 20326 San Ignacio II y III, Ags.",NULL,"2024-11-19","2024-11-19 21:38:02.955135+00","2024-11-19 21:38:02.674127+00"
"1205","2801AGSQuetzales","2801","AGS 65,los quetzalez 20350 Ags.",NULL,"2024-11-19","2024-11-19 21:38:03.437396+00","2024-11-19 21:38:03.159502+00"
"1206","2828AGSSantaElena","2828","Av. de los Maestros, La España, 20238 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:03.917969+00","2024-11-19 21:38:03.635529+00"
"1207","2829SLPPradosdeSanVicente","2829","Calle 99 108, Abastos 2da, 78394 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:04.388225+00","2024-11-19 21:38:04.106594+00"
"1208","2842AGSSan Antonio","2842","Avenida Rancho San Antonio & Trento, 20298 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:04.859657+00","2024-11-19 21:38:04.575958+00"
"1209","2843AGSSolidaridad","2843","Cristóbal Colón 390-387, El Torito, 20928 Jesús María, Ags.",NULL,"2024-11-19","2024-11-19 21:38:05.335817+00","2024-11-19 21:38:05.054413+00"
"1210","2850JALOjuelos2","2850","López Rayon 903, Centro, 47540 Ojuelos de Jalisco, Jal.",NULL,"2024-11-19","2024-11-19 21:38:05.807108+00","2024-11-19 21:38:05.52281+00"
"1211","2852SLP Francisco I Madero","2852","C. Francisco I. Madero 102, 78920 Venado, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:06.275034+00","2024-11-19 21:38:05.993552+00"
"1212","2874AGSRincondeRomos2","2874","Aguascalientes 101-103, Miguel Hidalgo, 20417 Rincón de Romos, Ags.",NULL,"2024-11-19","2024-11-19 21:38:06.74827+00","2024-11-19 21:38:06.461549+00"
"1213","2875AGSValledeloscactus","2875","Calixto Serna Valdivia, Valle de los Cactus, 20196 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:07.22252+00","2024-11-19 21:38:06.941912+00"
"1214","2876SLPPedroMontoya","2876","Pedro Montoya 560, Barrio de Santiago, 78000 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:07.702248+00","2024-11-19 21:38:07.417961+00"
"1215","2893SLPPuentedelCarmen","2893","224 Emiliano Zapata Ríoverde, San Luis Potosí",NULL,"2024-11-19","2024-11-19 21:38:08.184329+00","2024-11-19 21:38:07.886762+00"
"1216","AGSAbastos","2896","Av Mahatma Gandhi 800, San Francisco del Arenal, 20280 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:08.662548+00","2024-11-19 21:38:08.376781+00"
"1217","2900SLPAhualulco","2900","Av. Comité de los 13 #2 centro 78450 Ahualulco San Luis Potosi",NULL,"2024-11-19","2024-11-19 21:38:09.151883+00","2024-11-19 21:38:08.859834+00"
"1218","2919AGSPanadera","2919","Blvd. Rodolfo Landeros Gallegos 809, La Españita, 20830 Ojocaliente, Ags.",NULL,"2024-11-19","2024-11-19 21:38:09.624886+00","2024-11-19 21:38:09.342812+00"
"1219","2920AGSProvidencia","2920","20355 Paseos de la Providencia, Ags.",NULL,"2024-11-19","2024-11-19 21:38:10.09267+00","2024-11-19 21:38:09.810647+00"
"1220","2924AGSTepetates","2924","Carretera a Paso Blanco 206 Lt. P-3 Tepetates Aguascalientes 20908 Tepetates, 20908 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:10.567378+00","2024-11-19 21:38:10.278721+00"
"1221","2939AGSLaLoma","2939","Feliciano Martínez Cruz 203, Chicahuales I, 20926 Jesús María, Ags.",NULL,"2024-11-19","2024-11-19 21:38:11.051517+00","2024-11-19 21:38:10.755208+00"
"1222","AGSTalamantes","2942","C. Aquiles Elorduy 508, Barrio de San Marcos, 20070 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:11.534655+00","2024-11-19 21:38:11.241945+00"
"1223","2993AGSArqueros","2993","Av Arqueros 2149, Vista del Sol I, 20264 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:12.014686+00","2024-11-19 21:38:11.721775+00"
"1224","2994AGSVillaNatura","2994","Av José E. Femat Gutiérrez 718, 20126 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:12.486785+00","2024-11-19 21:38:12.203834+00"
"1225","2995AGSTepezala","2995","Zona Centro, Tepezalá, Ags.",NULL,"2024-11-19","2024-11-19 21:38:12.969647+00","2024-11-19 21:38:12.682983+00"
"1226","2739JAL La Barca","2739","Raymundo Vázquez Herrera 773, La Joya, 47912 La Barca, Jal.",NULL,"2024-11-19","2024-11-19 21:38:13.4506+00","2024-11-19 21:38:13.157593+00"
"1227","2648JAL Poncintlan","2648","Álvaro Obregón 283, El Santuario, 45957 Poncitlán, Jal.",NULL,"2024-11-19","2024-11-19 21:38:13.929618+00","2024-11-19 21:38:13.640189+00"
"1228","2987JALOcotlan4","2987","A. Serdán 162, Centro, 47980 Ocotlán, Jal.",NULL,"2024-11-19","2024-11-19 21:38:14.415658+00","2024-11-19 21:38:14.12474+00"
"1229","2580JALOcotlan","2580","Calle Dr Delgadillo Araujo 380, El Rosario, 47829 Ocotlán, Jal.",NULL,"2024-11-19","2024-11-19 21:38:14.884264+00","2024-11-19 21:38:14.60018+00"
"1230","2986JAL OCOTLAN 3","2986","Efraín González Luna 176 y 178, El Porvenir, 47882 Ocotlán, Jal.",NULL,"2024-11-19","2024-11-19 21:38:15.352594+00","2024-11-19 21:38:15.069634+00"
"1231","2851JAL OCOTLAN 2","2851","Raymundo Vázquez Herrera 773, La Joya, 47912 La Barca, Jal.",NULL,"2024-11-19","2024-11-19 21:38:16.183347+00","2024-11-19 21:38:15.865432+00"
"1232","2581JAL LA RIBERA","2581","Eje Niños Heroes 1, el Charco47940, 47940 La Ribera, Jal.",NULL,"2024-11-19","2024-11-19 21:38:16.667445+00","2024-11-19 21:38:16.384614+00"
"1233","2740TOTOTLAN","2740","Lilis 79-52, Lindavista, 47730 Tototlán, Jal.",NULL,"2024-11-19","2024-11-19 21:38:17.144114+00","2024-11-19 21:38:16.851915+00"
"1234","2984ARANDAS1","2984","Gustavo Díaz Ordaz 40, Centro, 47183 Arandas, Jal.",NULL,"2024-11-19","2024-11-19 21:38:17.611829+00","2024-11-19 21:38:17.33261+00"
"1235","2898JAL ATOTONILCO2","2898","South San Francisco 154-164, Chichimeco, 47750 Atotonilco el Alto, Jal.",NULL,"2024-11-19","2024-11-19 21:38:18.083018+00","2024-11-19 21:38:17.799776+00"
"1236","2901JAL ATOTONILCO1","2901","Dr. Fernando de Alba 164, Los Naranjos, 47750 Atotonilco el Alto, Jal.",NULL,"2024-11-19","2024-11-19 21:38:18.56976+00","2024-11-19 21:38:18.284951+00"
"1237","1399GTO SILAO","1399","C. Aurora 15, Centro, 36100 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:19.045404+00","2024-11-19 21:38:18.76301+00"
"1238","1662GTO SILAO BAILE","1662","Raúl Bailleres Norte. 494, 36100 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:19.525419+00","2024-11-19 21:38:19.238735+00"
"1239","2070GTO SILAO PMORENO","2070","Av. Prol. Pedro Moreno Franco. 39, Los Angeles, 36120 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:20.000901+00","2024-11-19 21:38:19.714038+00"
"1240","2286GTO SILAO SOPEÑA","2286","Sopeña, 36119, Sopeña, 36112 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:20.468926+00","2024-11-19 21:38:20.188872+00"
"1241","2673GTO SILAO AZTECA","2673","Netzahualcóyotl 53, Anahuac, 36140 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:20.945572+00","2024-11-19 21:38:20.658564+00"
"1242","2932GTO SILAO BAILE 2","2932","Raúl Bailleres Pte. 69-79, Centro, 36100 Silao de la Victoria, Gto.",NULL,"2024-11-19","2024-11-19 21:38:21.43687+00","2024-11-19 21:38:21.148818+00"
"1243","3007AGSRinconada","3007","Cam. a La Rcda., 20923 Jesús María, Ags Jesús María, 20923 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:21.912065+00","2024-11-19 21:38:21.630627+00"
"1244","3011SLPAmadoNervo","3011","Amado Nervo 525, Col del Valle, 78250 San Luis Potosí, S.L.P.",NULL,"2024-11-19","2024-11-19 21:38:22.379734+00","2024-11-19 21:38:22.098718+00"
"1245","3018AGSColinas","3018","Antiguo Camino a San Ignacio 231, Línea de Fuego, 20018 Aguascalientes, Ags.",NULL,"2024-11-19","2024-11-19 21:38:22.857741+00","2024-11-19 21:38:22.576846+00"
